#AssemblyAccession	AssemblyName	Organism	AssemblyStatus	BioprojectAccession	BioSample	ContigN50	ScaffoldN50	FtpPath
GCF_023073215.1	ASM2307321v1	Bradyrhizobium sp. 35 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538628	235129	235129	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/215/GCF_023073215.1_ASM2307321v1
GCF_023073195.1	ASM2307319v1	Bradyrhizobium sp. 38 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538630	111871	150608	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/195/GCF_023073195.1_ASM2307319v1
GCF_023073175.1	ASM2307317v1	Bradyrhizobium sp. 39 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538631	865744	865744	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/175/GCF_023073175.1_ASM2307317v1
GCF_023073155.1	ASM2307315v1	Bradyrhizobium sp. 45 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538634	240182	240182	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/155/GCF_023073155.1_ASM2307315v1
GCF_023073125.1	ASM2307312v1	Bradyrhizobium sp. 48 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538635	163609	502644	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/125/GCF_023073125.1_ASM2307312v1
GCF_023073115.1	ASM2307311v1	Bradyrhizobium sp. 49 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538636	290991	290991	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/115/GCF_023073115.1_ASM2307311v1
GCF_023073095.1	ASM2307309v1	Bradyrhizobium sp. 44 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538633	1116424	1116424	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/095/GCF_023073095.1_ASM2307309v1
GCF_023073075.1	ASM2307307v1	Bradyrhizobium sp. 61 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538638	203820	203820	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/075/GCF_023073075.1_ASM2307307v1
GCF_023073035.1	ASM2307303v1	Bradyrhizobium sp. 62 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538639	32858	542544	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/035/GCF_023073035.1_ASM2307303v1
GCF_023073025.1	ASM2307302v1	Bradyrhizobium sp. 76 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538640	645828	645828	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/025/GCF_023073025.1_ASM2307302v1
GCF_023073015.1	ASM2307301v1	Bradyrhizobium sp. 87 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538642	245040	245040	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/073/015/GCF_023073015.1_ASM2307301v1
GCF_023072995.1	ASM2307299v1	Bradyrhizobium sp. 84 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538641	290991	290991	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/995/GCF_023072995.1_ASM2307299v1
GCF_023072975.1	ASM2307297v1	Bradyrhizobium sp. CW10 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538643	338626	338626	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/975/GCF_023072975.1_ASM2307297v1
GCF_023072925.1	ASM2307292v1	Bradyrhizobium sp. CW11 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538644	253295	253295	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/925/GCF_023072925.1_ASM2307292v1
GCF_023072915.1	ASM2307291v1	Bradyrhizobium sp. CW7 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN16538648	291978	291978	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/915/GCF_023072915.1_ASM2307291v1
GCF_023072895.1	ASM2307289v1	Bradyrhizobium sp. CW12 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538645	172932	172932	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/895/GCF_023072895.1_ASM2307289v1
GCF_023072905.1	ASM2307290v1	Bradyrhizobium sp. 15 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538589	7482220	7482220	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/905/GCF_023072905.1_ASM2307290v1
GCF_023072875.1	ASM2307287v1	Bradyrhizobium sp. CW4 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538647	383121	383121	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/875/GCF_023072875.1_ASM2307287v1
GCF_023072855.1	ASM2307285v1	Bradyrhizobium sp. CW9 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538649	243199	243199	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/855/GCF_023072855.1_ASM2307285v1
GCF_023072835.1	ASM2307283v1	Bradyrhizobium sp. 156 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538586	7843750	7843750	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/835/GCF_023072835.1_ASM2307283v1
GCF_023072795.1	ASM2307279v1	Bradyrhizobium sp. 2 (a-proteobacteria)	Contig	PRJNA224116	SAMN16538626	9250803	9250803	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/072/795/GCF_023072795.1_ASM2307279v1
GCF_023006515.1	ASM2300651v1	Bradyrhizobium sp. PRIMUS42 (a-proteobacteria)	Contig	PRJNA224116	SAMN23555602	8417	8417	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/006/515/GCF_023006515.1_ASM2300651v1
GCF_023006445.1	ASM2300644v1	Bradyrhizobium sp. SHOUNA76 (a-proteobacteria)	Contig	PRJNA224116	SAMN23555603	11835	11835	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/006/445/GCF_023006445.1_ASM2300644v1
GCF_022835695.1	ASM2283569v1	Bradyrhizobium sp. Ce-3 (a-proteobacteria)	Scaffold	PRJNA224116	SAMD00441430	570192	671729	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/835/695/GCF_022835695.1_ASM2283569v1
GCF_022354745.1	ASM2235474v1	Bradyrhizobium sp. I71 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN12094990	7832041	7832041	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/354/745/GCF_022354745.1_ASM2235474v1
GCF_022012555.1	ASM2201255v1	Bradyrhizobium zhengyangense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN24966687	593972	593972	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/012/555/GCF_022012555.1_ASM2201255v1
GCF_022012485.1	ASM2201248v1	Bradyrhizobium zhengyangense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN24966686	227891	239309	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/012/485/GCF_022012485.1_ASM2201248v1
GCF_022012435.1	ASM2201243v1	Bradyrhizobium zhengyangense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN24966688	447803	447803	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/012/435/GCF_022012435.1_ASM2201243v1
GCF_021502575.1	ASM2150257v1	Bradyrhizobium sp. G127 (a-proteobacteria)	Contig	PRJNA224116	SAMN24147873	2516325	2516325	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/502/575/GCF_021502575.1_ASM2150257v1
GCF_021458635.1	ASM2145863v1	Bradyrhizobium sp. Oc8 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN20591027	537804	537804	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/458/635/GCF_021458635.1_ASM2145863v1
GCF_011516645.4	ASM1151664v4	Bradyrhizobium septentrionale (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14360499	9800371	9800371	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/516/645/GCF_011516645.4_ASM1151664v4
GCF_013373785.3	ASM1337378v3	Bradyrhizobium septentrionale (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN15300336	9880762	9880762	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/373/785/GCF_013373785.3_ASM1337378v3
GCF_017493175.3	ASM1749317v3	Bradyrhizobium quebecense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN18321481	8549412	8549412	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/493/175/GCF_017493175.3_ASM1749317v3
GCF_011068405.5	ASM1106840v5	Bradyrhizobium barranii subsp. barranii (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14212100	10427939	10427939	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/068/405/GCF_011068405.5_ASM1106840v5
GCF_013373795.3	ASM1337379v3	Bradyrhizobium quebecense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN15299083	8740742	8740742	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/373/795/GCF_013373795.3_ASM1337379v3
GCF_021261485.1	ASM2126148v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN23833944	256113	256113	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/261/485/GCF_021261485.1_ASM2126148v1
GCF_021261465.1	ASM2126146v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN23837688	282057	282057	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/261/465/GCF_021261465.1_ASM2126146v1
GCF_021261445.1	ASM2126144v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN23834001	235348	235348	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/261/445/GCF_021261445.1_ASM2126144v1
GCF_021261415.1	ASM2126141v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN23834014	255062	255062	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/261/415/GCF_021261415.1_ASM2126141v1
GCF_021261335.1	ASM2126133v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN23829998	267748	267748	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/261/335/GCF_021261335.1_ASM2126133v1
GCF_021261355.1	ASM2126135v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN23830152	238727	238727	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/261/355/GCF_021261355.1_ASM2126135v1
GCF_021261305.1	ASM2126130v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN23833769	286945	286945	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/261/305/GCF_021261305.1_ASM2126130v1
GCF_021229375.1	ASM2122937v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Scaffold	PRJNA224116	SAMN23848903	157081	184704	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/229/375/GCF_021229375.1_ASM2122937v1
GCF_021229285.1	ASM2122928v1	Bradyrhizobium japonicum SEMIA 5079 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN23848303	139989	141529	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/229/285/GCF_021229285.1_ASM2122928v1
GCF_021213785.1	ASM2121378v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN23829029	286945	286945	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/213/785/GCF_021213785.1_ASM2121378v1
GCF_021088345.1	ASM2108834v1	Bradyrhizobium sp. A19 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN23412897	8435845	8435845	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/088/345/GCF_021088345.1_ASM2108834v1
GCF_011516665.3	ASM1151666v3	Bradyrhizobium sp. 41S5 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN14360474	8435486	8435486	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/516/665/GCF_011516665.3_ASM1151666v3
GCF_021052365.1	ASM2105236v1	Bradyrhizobium japonicum (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN23416901	9625657	9625657	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/052/365/GCF_021052365.1_ASM2105236v1
GCF_021052305.1	ASM2105230v1	Bradyrhizobium canariense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN23416904	7868972	7868972	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/052/305/GCF_021052305.1_ASM2105230v1
GCF_021052285.1	ASM2105228v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN23416905	9136715	9136715	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/052/285/GCF_021052285.1_ASM2105228v1
GCF_021052265.1	ASM2105226v1	Bradyrhizobium arachidis (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN23416906	9825352	9825352	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/052/265/GCF_021052265.1_ASM2105226v1
GCF_021052245.1	ASM2105224v1	Bradyrhizobium canariense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN23416907	7785529	7785529	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/052/245/GCF_021052245.1_ASM2105224v1
GCF_021044685.1	ASM2104468v1	Bradyrhizobium daqingense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN23310456	7998085	7998085	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/044/685/GCF_021044685.1_ASM2104468v1
GCF_920939485.1	Leaf401_v1	Bradyrhizobium sp. Leaf401 (a-proteobacteria)	Contig	PRJNA224116	SAMEA9963719	237547	237547	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/920/939/485/GCF_920939485.1_Leaf401_v1
GCF_020889785.1	ASM2088978v1	Bradyrhizobium acaciae (a-proteobacteria)	Contig	PRJNA224116	SAMN15826096	47328	47328	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/889/785/GCF_020889785.1_ASM2088978v1
GCF_020889745.1	ASM2088974v1	Bradyrhizobium ivorense (a-proteobacteria)	Contig	PRJNA224116	SAMN15826092	19201	19201	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/889/745/GCF_020889745.1_ASM2088974v1
GCF_020889755.1	ASM2088975v1	Bradyrhizobium brasilense (a-proteobacteria)	Contig	PRJNA224116	SAMN15826091	28398	28398	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/889/755/GCF_020889755.1_ASM2088975v1
GCF_020889715.1	ASM2088971v1	Bradyrhizobium brasilense (a-proteobacteria)	Contig	PRJNA224116	SAMN15826093	17537	17537	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/889/715/GCF_020889715.1_ASM2088971v1
GCF_020889705.1	ASM2088970v1	Bradyrhizobium altum (a-proteobacteria)	Contig	PRJNA224116	SAMN15826095	28950	28950	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/889/705/GCF_020889705.1_ASM2088970v1
GCF_020889685.1	ASM2088968v1	Bradyrhizobium oropedii (a-proteobacteria)	Contig	PRJNA224116	SAMN15826094	36050	36050	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/889/685/GCF_020889685.1_ASM2088968v1
GCF_017565645.3	ASM1756564v3	Bradyrhizobium barranii subsp. barranii (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN18312838	10692809	10692809	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/565/645/GCF_017565645.3_ASM1756564v3
GCF_020329505.1	ASM2032950v1	Bradyrhizobium semiaridum (a-proteobacteria)	Contig	PRJNA224116	SAMN18496923	194653	194653	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/329/505/GCF_020329505.1_ASM2032950v1
GCF_020329495.1	ASM2032949v1	Bradyrhizobium australafricanum (a-proteobacteria)	Contig	PRJNA224116	SAMN18497705	125914	125914	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/329/495/GCF_020329495.1_ASM2032949v1
GCF_020329485.1	ASM2032948v1	Bradyrhizobium cenepequi (a-proteobacteria)	Contig	PRJNA224116	SAMN18492691	149882	149882	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/329/485/GCF_020329485.1_ASM2032948v1
GCF_020329435.1	ASM2032943v1	Bradyrhizobium hereditatis (a-proteobacteria)	Contig	PRJNA224116	SAMN18496944	418770	418770	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/329/435/GCF_020329435.1_ASM2032943v1
GCF_020194335.1	ASM2019433v1	Bradyrhizobium sp. BRP05 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844654	662572	662572	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/335/GCF_020194335.1_ASM2019433v1
GCF_020194315.1	ASM2019431v1	Bradyrhizobium yuanmingense (a-proteobacteria)	Contig	PRJNA224116	SAMN16844656	204514	204514	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/315/GCF_020194315.1_ASM2019431v1
GCF_020194215.1	ASM2019421v1	Bradyrhizobium sp. BRP20 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844659	401262	401262	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/215/GCF_020194215.1_ASM2019421v1
GCF_020194195.1	ASM2019419v1	Bradyrhizobium sp. BRP19 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844658	526140	526140	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/195/GCF_020194195.1_ASM2019419v1
GCF_020194175.1	ASM2019417v1	Bradyrhizobium sp. BRP22 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844660	164866	164866	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/175/GCF_020194175.1_ASM2019417v1
GCF_020194135.1	ASM2019413v1	Bradyrhizobium sp. BRP23 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844661	514726	514726	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/135/GCF_020194135.1_ASM2019413v1
GCF_020194115.1	ASM2019411v1	Bradyrhizobium sp. NBAIM01 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844663	515068	515068	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/115/GCF_020194115.1_ASM2019411v1
GCF_020194055.1	ASM2019405v1	Bradyrhizobium sp. NBAIM03 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844665	229583	229583	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/055/GCF_020194055.1_ASM2019405v1
GCF_020194035.1	ASM2019403v1	Bradyrhizobium sp. BRP56 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844662	100027	100027	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/194/035/GCF_020194035.1_ASM2019403v1
GCF_020193975.1	ASM2019397v1	Bradyrhizobium sp. NBAIM02 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844664	418886	418886	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/975/GCF_020193975.1_ASM2019397v1
GCF_020193935.1	ASM2019393v1	Bradyrhizobium sp. NBAIM08 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844666	562227	562227	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/935/GCF_020193935.1_ASM2019393v1
GCF_020193895.1	ASM2019389v1	Bradyrhizobium sp. NBAIM14 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844667	295424	295424	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/895/GCF_020193895.1_ASM2019389v1
GCF_020193875.1	ASM2019387v1	Bradyrhizobium sp. NBAIM16 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844668	294527	294527	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/875/GCF_020193875.1_ASM2019387v1
GCF_020193825.1	ASM2019382v1	Bradyrhizobium sp. NBAIM18 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844669	404147	404147	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/825/GCF_020193825.1_ASM2019382v1
GCF_020193815.1	ASM2019381v1	Bradyrhizobium sp. NBAIM20 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844670	109355	109355	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/815/GCF_020193815.1_ASM2019381v1
GCF_020193755.1	ASM2019375v1	Bradyrhizobium sp. NBAIM32 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844672	139266	139266	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/755/GCF_020193755.1_ASM2019375v1
GCF_020193715.1	ASM2019371v1	Bradyrhizobium sp. IC4060 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844674	458309	458309	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/715/GCF_020193715.1_ASM2019371v1
GCF_020193695.1	ASM2019369v1	Bradyrhizobium sp. IC4061 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844673	163788	163788	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/695/GCF_020193695.1_ASM2019369v1
GCF_020193675.1	ASM2019367v1	Bradyrhizobium sp. IC3069 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844675	538640	538640	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/675/GCF_020193675.1_ASM2019367v1
GCF_020193615.1	ASM2019361v1	Bradyrhizobium sp. IC4059 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844676	539399	539399	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/615/GCF_020193615.1_ASM2019361v1
GCF_020193625.1	ASM2019362v1	Bradyrhizobium sp. IC3123 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844678	649280	649280	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/625/GCF_020193625.1_ASM2019362v1
GCF_020193585.1	ASM2019358v1	Bradyrhizobium sp. IC3195 (a-proteobacteria)	Contig	PRJNA224116	SAMN16844677	272715	272715	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/193/585/GCF_020193585.1_ASM2019358v1
GCF_019972155.1	ASM1997215v1	Bradyrhizobium sp. RD5-C2 (a-proteobacteria)	Scaffold	PRJNA224116	SAMD00291263	160648	411467	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/972/155/GCF_019972155.1_ASM1997215v1
GCF_019455395.1	ASM1945539v1	Bradyrhizobium sp. BR 10261 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN15428823	190968	190968	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/455/395/GCF_019455395.1_ASM1945539v1
GCF_019455385.1	ASM1945538v1	Bradyrhizobium sp. BR 10289 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN15428874	230410	244761	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/455/385/GCF_019455385.1_ASM1945538v1
GCF_019402665.1	ASM1940266v1	Bradyrhizobium canariense (a-proteobacteria)	Scaffold	PRJNA224116	SAMN12600545	130886	130886	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/402/665/GCF_019402665.1_ASM1940266v1
GCF_018736125.1	ASM1873612v1	Bradyrhizobium sediminis (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN19461450	5477950	5477950	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/125/GCF_018736125.1_ASM1873612v1
GCF_018736105.1	ASM1873610v1	Bradyrhizobium sediminis (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN19461449	5450494	5450494	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/105/GCF_018736105.1_ASM1873610v1
GCF_018736085.1	ASM1873608v1	Bradyrhizobium sediminis (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN19461027	5554208	5554208	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/736/085/GCF_018736085.1_ASM1873608v1
GCF_018596315.1	ASM1859631v1	Bradyrhizobium sp. SRL28 (a-proteobacteria)	Contig	PRJNA224116	SAMN19185177	177041	177041	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/596/315/GCF_018596315.1_ASM1859631v1
GCF_018449695.1	ASM1844969v1	Bradyrhizobium sp. dw_411 (a-proteobacteria)	Contig	PRJNA224116	SAMN14422920	335659	335659	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/449/695/GCF_018449695.1_ASM1844969v1
GCF_018449525.1	ASM1844952v1	Bradyrhizobium sp. dw_78 (a-proteobacteria)	Contig	PRJNA224116	SAMN14421315	527535	527535	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/449/525/GCF_018449525.1_ASM1844952v1
GCF_018398895.1	ASM1839889v1	Bradyrhizobium sp. sBnM-33 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN18828747	121392	121392	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/398/895/GCF_018398895.1_ASM1839889v1
GCF_018398875.1	ASM1839887v1	Bradyrhizobium sp. sGM-13 (a-proteobacteria)	Scaffold	PRJNA224116	SAMN18828746	247668	247668	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/398/875/GCF_018398875.1_ASM1839887v1
GCF_018131235.1	ASM1813123v1	Bradyrhizobium ottawaense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707930	319336	319336	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/235/GCF_018131235.1_ASM1813123v1
GCF_018131225.1	ASM1813122v1	Bradyrhizobium sp. U87765 SZCCT0048 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707932	1197811	1197811	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/225/GCF_018131225.1_ASM1813122v1
GCF_018131205.1	ASM1813120v1	Bradyrhizobium sp. AUGA SZCCT0045 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707929	657219	657219	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/205/GCF_018131205.1_ASM1813120v1
GCF_018131185.1	ASM1813118v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17708017	905187	905187	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/185/GCF_018131185.1_ASM1813118v1
GCF_018131165.1	ASM1813116v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17708016	757700	757700	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/165/GCF_018131165.1_ASM1813116v1
GCF_018131145.1	ASM1813114v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17708015	1119287	1119287	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/145/GCF_018131145.1_ASM1813114v1
GCF_018131115.1	ASM1813111v1	Bradyrhizobium jicamae (a-proteobacteria)	Contig	PRJNA224116	SAMN17708014	124175	124175	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/115/GCF_018131115.1_ASM1813111v1
